;;;ÓÁÌË˜Ì˚Â;œÓÎÂ 3;œÓÎÂ 2;œÓÎÂ 1;œÓÎÂ 4;œÓÎÂ 7
VKJA5621;SKF;0;3364.68;2859.78;2523.84;2355.54;2321.88;2254.56
VKJA5622;SKF;0;4245.12;3608.22;3183.84;2971.32;2929.08;2843.94
VKJA5623;SKF;0;3576.54;3039.96;2682.24;2503.38;2467.74;2396.46
VKJA5624;SKF;0;4517.04;3839.22;3387.78;3162.06;3116.52;3026.1
VKJA5625;SKF;0;4126.98;3507.9;3095.4;2888.82;2847.9;2765.4
VKJA5626;SKF;0;3459.72;2940.96;2595.12;2421.54;2387.22;2317.92
VKJA5627;SKF;0;5893.8;5010.06;4420.68;4125.66;4066.92;3948.78
VKJA5629;SKF;0;3806.22;3235.32;2854.5;2664.42;2626.14;2550.24
VKJA5630;SKF;0;9739.62;8278.38;7304.88;6817.8;6720.12;6525.42
VKJA5631;SKF;0;3735.6;3175.26;2801.7;2614.92;2577.3;2502.72
VKJA5632;SKF;0;3453.78;2935.68;2590.5;2417.58;2383.26;2313.96
VKJA5633;SKF;0;3356.76;2853.18;2517.9;2349.6;2315.94;2249.28
VKJA5634;SKF;0;3917.76;3330.36;2938.32;2742.3;2703.36;2624.82
VKJA5635;SKF;0;2779.92;2362.8;2084.94;1945.68;1917.96;1862.52
VKJA5636;SKF;0;4880.7;4148.76;3660.36;3416.82;3367.98;3270.3
VKJA5637;SKF;0;3941.52;3350.16;2956.14;2758.8;2719.86;2640.66
VKJA5638;SKF;0;3956.7;3363.36;2967.36;2770.02;2730.42;2651.22
VKJA5639;SKF;0;3165.36;2690.82;2374.02;2215.62;2183.94;2120.58
VKJA5640;SKF;0;4035.24;3430.02;3026.76;2824.8;2784.54;2703.36
VKJA5641;SKF;0;3345.54;2843.94;2509.32;2341.68;2308.68;2241.36
VKJA5642;SKF;0;3529.02;2999.7;2646.6;2470.38;2434.74;2364.12
VKJA5645;SKF;0;2925.78;2486.88;2194.5;2047.98;2018.94;1960.2
VKJA5647;SKF;0;3507.24;2981.22;2630.76;2455.2;2420.22;2349.6
VKJA5648;SKF;0;2795.1;2376;2096.16;1956.9;1928.52;1872.42
VKJA5649;SKF;0;4717.68;4010.16;3538.26;3302.64;3255.12;3160.74
VKJA5650;SKF;0;2925.78;2486.88;2194.5;2047.98;2018.94;1960.2
VKJA5651;SKF;0;3088.8;2625.48;2316.6;2162.16;2131.14;2069.76
VKJA5652;SKF;0;2732.4;2322.54;2049.3;1912.68;1885.62;1830.84
VKJA5653;SKF;0;4348.74;3696.66;3261.72;3043.92;3000.36;2913.9
VKJA5654;SKF;0;4444.44;3777.84;3333.66;3111.24;3066.36;2977.92
VKJA5655;SKF;0;4156.02;3532.32;3117.18;2909.28;2867.7;2784.54
VKJA5657;SKF;0;3032.04;2577.3;2274.36;2122.56;2092.2;2031.48
VKJA5658;SKF;0;3003.66;2552.88;2252.58;2102.76;2072.4;2012.34
VKJA5659;SKF;0;4383.06;3725.7;3287.46;3068.34;3024.12;2936.34
VKJA5660;SKF;0;4872.78;4142.16;3654.42;3410.88;3362.04;3265.02
VKJA5661;SKF;0;4005.54;3404.94;3004.32;2803.68;2764.08;2683.56
VKJA5662;SKF;0;4096.62;3482.16;3072.3;2867.7;2826.78;2744.94
VKJA5663;SKF;0;4086.72;3473.58;3065.04;2860.44;2819.52;2738.34
VKJA5664;SKF;0;4057.02;3448.5;3042.6;2839.98;2799.06;2717.88
VKJA5665;SKF;0;4791.6;4072.86;3593.7;3354.12;3305.94;3210.24
VKJA5666;SKF;0;7586.7;6448.86;5689.86;5311.02;5235.12;5083.32
VKJA5667;SKF;0;6957.06;5913.6;5217.96;4870.14;4800.18;4660.92
VKJA5668;SKF;0;6952.44;5909.64;5214.66;4866.84;4796.88;4658.28
VKJA5669;SKF;0;7153.08;6079.92;5365.14;5007.42;4935.48;4792.26
VKJA5670;SKF;0;4416.72;3754.08;3312.54;3091.44;3047.22;2959.44
VKJA5671;SKF;0;4602.18;3911.82;3451.8;3221.46;3175.26;3083.52
VKJA5672;SKF;0;9587.16;8149.02;7190.7;6710.88;6615.18;6423.12
VKJA5673;SKF;0;7355.7;6252.18;5516.94;5149.32;5075.4;4928.22
VKJA5674;SKF;0;7114.14;6046.92;5335.44;4979.7;4909.08;4766.52
VKJA5675;SKF;0;7360.98;6256.8;5520.9;5152.62;5079.36;4932.18
VKJA5676;SKF;0;4466.88;3796.98;3350.16;3127.08;3082.2;2993.1
VKJA5677;SKF;0;7772.16;6606.6;5829.12;5440.38;5362.5;5207.4
VKJA5678;SKF;0;6983.46;5936.04;5237.76;4888.62;4818.66;4678.74
VKJA5679;SKF;0;4263.6;3624.06;3197.7;2984.52;2941.62;2856.48
VKJA5680;SKF;0;6579.54;5592.84;4934.82;4605.48;4540.14;4408.14
VKJA5682;SKF;0;4302.54;3657.06;3226.74;3011.58;2968.68;2882.88
VKJA5683;SKF;0;7108.86;6042.3;5331.48;4976.4;4905.12;4763.22
VKJA5684;SKF;0;7317.42;6219.84;5487.9;5122.26;5049;4902.48
VKJA5686;SKF;0;4142.16;3521.1;3106.62;2899.38;2857.8;2775.3
VKJA5689;SKF;0;5303.1;4507.8;3977.16;3712.5;3659.04;3552.78
VKJA5691;SKF;0;4126.98;3507.9;3095.4;2888.82;2847.9;2765.4
VKJA5693;SKF;0;2700.06;2294.82;2024.88;1890.24;1863.18;1809.06
VKJA5695;SKF;0;3470.94;2950.2;2603.04;2429.46;2395.14;2325.84
VKJA5696;SKF;0;2669.7;2269.08;2002.44;1869.12;1842.06;1788.6
VKJA5699;SKF;0;3480.18;2958.12;2610.3;2436.06;2401.08;2331.78
VKJA5701;SKF;0;6110.94;5194.2;4583.04;4277.46;4216.74;4094.64
VKJA5702;SKF;0;4553.34;3870.24;3414.84;3187.14;3141.6;3050.52
VKJA5703;SKF;0;3484.8;2962.08;2613.6;2439.36;2404.38;2335.08
VKJA5704;SKF;0;3502.62;2977.26;2626.8;2451.9;2416.92;2346.96
VKJA5705;SKF;0;4082.76;3470.28;3062.4;2857.8;2816.88;2735.7
VKJA5706;SKF;0;4181.1;3554.1;3135.66;2927.1;2884.86;2801.04
VKJA5707;SKF;0;3182.52;2705.34;2387.22;2227.5;2195.82;2132.46
VKJA5708;SKF;0;2367.42;2012.34;1775.4;1657.26;1633.5;1585.98
VKJA5709;SKF;0;4342.8;3691.38;3257.1;3039.96;2996.4;2909.94
VKJA5710;SKF;0;3888.72;3305.28;2916.54;2721.84;2682.9;2605.68
VKJA5711;SKF;0;3235.32;2750.22;2426.82;2264.46;2232.12;2167.44
VKJA5713;SKF;0;5931.42;5041.74;4448.4;4152.06;4092.66;3973.86
VKJA5714;SKF;0;5835.06;4959.9;4376.46;4084.74;4026;3909.18
VKJA5715;SKF;0;4791.6;4072.86;3593.7;3354.12;3305.94;3210.24
VKJA5716;SKF;0;3734.28;3173.94;2801.04;2614.26;2576.64;2502.06
VKJA5717;SKF;0;4950.66;4208.16;3713.16;3465.66;3416.16;3317.16
VKJA5718;SKF;0;3912.48;3325.74;2934.36;2739;2699.4;2621.52
VKJA5719;SKF;0;2825.46;2401.74;2119.26;1978.02;1949.64;1892.88
VKJA5720;SKF;0;4223.34;3589.74;3167.34;2956.14;2913.9;2829.42
VKJA5721;SKF;0;3494.7;2970.66;2620.86;2446.62;2411.64;2341.68
VKJA5722;SKF;0;2197.14;1867.8;1648.02;1537.8;1516.02;1471.8
VKJA5724;SKF;0;3345.54;2843.94;2509.32;2341.68;2308.68;2241.36
VKJA5725;SKF;0;2799.06;2379.3;2099.46;1959.54;1931.16;1875.06
VKJA5726;SKF;0;3844.5;3267.66;2883.54;2691.48;2652.54;2575.98
VKJA5728;SKF;0;6176.28;5249.64;4632.54;4323.66;4261.62;4138.2
VKJA5729;SKF;0;4258.32;3619.44;3193.74;2980.56;2938.32;2853.18
VKJA5730;SKF;0;2830.08;2405.7;2122.56;1981.32;1952.94;1896.18
VKJA5731;SKF;0;3844.5;3267.66;2883.54;2691.48;2652.54;2575.98
VKJA5732;SKF;0;3480.84;2958.78;2610.96;2436.72;2401.74;2332.44
VKJA5733;SKF;0;3856.38;3278.22;2892.12;2699.4;2661.12;2583.9
VKJA5734;SKF;0;3019.5;2566.74;2264.46;2113.98;2083.62;2022.9
VKJA5735;SKF;0;3530.34;3001.02;2647.92;2471.04;2436.06;2365.44
VKJA5737;SKF;0;4835.16;4109.82;3626.7;3384.48;3336.3;3239.28
VKJA5738;SKF;0;4281.42;3639.24;3210.9;2997.06;2954.16;2868.36
VKJA5740;SKF;0;4292.64;3648.48;3219.48;3004.98;2962.08;2876.28
VKJA5741;SKF;0;4559.28;3875.52;3419.46;3191.76;3146.22;3054.48
VKJA5743;SKF;0;4390.32;3731.64;3292.74;3072.96;3029.4;2941.62
VKJA5744;SKF;0;3752.1;3189.12;2814.24;2626.8;2589.18;2513.94
VKJA5745;SKF;0;4462.92;3793.68;3347.52;3123.78;3079.56;2990.46
VKJA5746;SKF;0;4247.1;3610.2;3185.16;2973.3;2930.4;2845.26
VKJA5747;SKF;0;3704.58;3148.86;2778.6;2593.14;2556.18;2482.26
VKJA5748;SKF;0;4663.56;3963.96;3498;3264.36;3218.16;3124.44
VKJA5749;SKF;0;5309.7;4513.08;3982.44;3717.12;3663.66;3557.4
VKJA5750;SKF;0;3835.92;3260.4;2876.94;2684.88;2646.6;2570.04
VKJA5751;SKF;0;4772.46;4056.36;3579.18;3340.92;3292.74;3197.7
VKJA5752;SKF;0;5914.92;5027.88;4436.52;4140.18;4081.44;3963.3
VKJA5754;SKF;0;4911.72;4175.16;3684.12;3437.94;3389.1;3290.76
VKJA5755;SKF;0;6924.72;5885.88;5193.54;4847.04;4777.74;4639.8
VKJA5756;SKF;0;5903.7;5017.98;4427.94;4132.92;4073.52;3955.38
VKJA5757;SKF;0;6351.84;5398.8;4763.88;4446.42;4383.06;4255.68
VKJA5758;SKF;0;8861.82;7532.58;6646.2;6203.34;6114.9;5937.36
VKJA5761;SKF;0;6485.82;5512.98;4864.2;4540.14;4475.46;4345.44
VKJA5762;SKF;0;7295.64;6201.36;5472.06;5107.08;5033.82;4887.96
VKJA5763;SKF;0;4292.64;3648.48;3219.48;3004.98;2962.08;2876.28
VKJA5765;SKF;0;5740.68;4879.38;4305.84;4018.74;3961.32;3846.48
VKJA5767;SKF;0;3899.94;3315.18;2925.12;2729.76;2690.82;2612.94
VKJA5768;SKF;0;4016.76;3414.18;3012.9;2811.6;2771.34;2691.48
VKJA5778;SKF;0;2579.28;2192.52;1934.46;1805.76;1780.02;1727.88
VKJA5779;SKF;0;3398.34;2888.82;2548.92;2378.64;2344.98;2277
VKJA5800;SKF;0;3290.76;2797.08;2468.4;2303.4;2270.4;2205.06
VKJA5801;SKF;0;6987.42;5939.34;5240.4;4891.26;4821.3;4681.38
VKJA5802;SKF;0;6573.6;5587.56;4930.2;4601.52;4535.52;4404.18
VKJA5803;SKF;0;3045.9;2589.18;2284.26;2132.46;2101.44;2040.72
VKJA5804;SKF;0;15712.62;13355.76;11784.3;10998.9;10841.82;10527.66
VKJA5805;SKF;0;4167.24;3542.22;3125.76;2917.2;2875.62;2791.8
VKJA5806;SKF;0;7610.46;6468.66;5707.68;5327.52;5250.96;5099.16
VKJA5807;SKF;0;3684.12;3131.7;2763.42;2578.62;2542.32;2468.4
VKJA5808;SKF;0;4919.64;4181.76;3690.06;3443.88;3394.38;3296.04
VKJA5809;SKF;0;3029.4;2575.32;2272.38;2120.58;2090.22;2029.5
VKJA5810;SKF;0;3744.18;3182.52;2808.3;2620.86;2583.24;2508.66
VKJA5812;SKF;0;8840.7;7514.76;6630.36;6188.82;6100.38;5923.5
VKJA5813;SKF;0;4812.72;4090.68;3609.54;3368.64;3320.46;3224.76
VKJA5816;SKF;0;4879.38;4147.44;3659.7;3415.5;3366.66;3268.98
VKJA5817;SKF;0;4144.8;3523.08;3108.6;2901.36;2859.78;2777.28
VKJA5818;SKF;0;4242.48;3606.24;3181.86;2970;2927.1;2842.62
VKJA5819;SKF;0;8840.7;7514.76;6630.36;6188.82;6100.38;5923.5
VKJA5820;SKF;0;6454.14;5485.92;4840.44;4517.7;4453.68;4324.32
VKJA5821;SKF;0;11150.7;9478.26;8362.86;7805.82;7694.28;7471.2
VKJA5822;SKF;0;2768.7;2353.56;2076.36;1938.42;1910.7;1855.26
VKJA5823;SKF;0;9565.38;8130.54;7174.2;6695.7;6600;6408.6
VKJA5824;SKF;0;4542.12;3861;3406.92;3179.22;3134.34;3043.26
VKJA5826;SKF;0;6327.42;5378.34;4745.4;4429.26;4365.9;4239.18
VKJA5827;SKF;0;12716.88;10809.48;9537.66;8902.08;8774.7;8520.6
VKJA5830;SKF;0;4504.5;3828.66;3378.54;3153.48;3107.94;3018.18
VKJA5831;SKF;0;7916.7;6729.36;5937.36;5542.02;5462.82;5304.42
VKJA5832;SKF;0;4814.04;4092;3610.86;3369.96;3321.78;3225.42
VKJA5835;SKF;0;6549.84;5567.1;4912.38;4585.02;4519.68;4388.34
VKJA5836;SKF;0;7830.24;6655.44;5872.68;5481.3;5402.76;5246.34
VKJA5838;SKF;0;15962.1;13567.62;11971.74;11173.8;11014.08;10694.64
VKJA5840;SKF;0;4954.62;4211.46;3715.8;3468.3;3418.8;3319.8
VKJA5841;SKF;0;2490.18;2116.62;1867.8;1743.06;1717.98;1668.48
VKJA5880;SKF;0;6619.8;5627.16;4965.18;4633.86;4567.86;4435.2
VKJA5881;SKF;0;2948.22;2506.02;2211;2063.82;2034.12;1975.38
VKJA5882;SKF;0;3299.34;2804.34;2474.34;2309.34;2276.34;2210.34
VKJA5883;SKF;0;3295.38;2801.04;2471.7;2306.7;2273.7;2207.7
VKJA5884;SKF;0;4475.46;3804.24;3356.76;3133.02;3088.14;2998.38
VKJA5885;SKF;0;4993.56;4244.46;3745.5;3495.36;3445.86;3345.54
VKJA5886;SKF;0;5064.84;4305.18;3798.96;3545.52;3494.7;3393.72
VKJA5887;SKF;0;5095.2;4330.92;3821.4;3566.64;3515.82;3413.52
VKJA5890;SKF;0;8815.62;7492.98;6611.88;6171;6082.56;5906.34
VKJA5891;SKF;0;7753.68;6590.76;5815.26;5427.84;5349.96;5194.86
VKJA5892;SKF;0;4460.28;3791.04;3345.54;3122.46;3077.58;2988.48
VKJA5894;SKF;0;8861.82;7532.58;6646.2;6203.34;6114.9;5937.36
VKJA5895;SKF;0;5209.38;4427.94;3907.2;3646.5;3594.36;3490.08
VKJA5896;SKF;0;8444.7;7178.16;6333.36;5911.62;5827.14;5658.18
VKJA5897;SKF;0;9673.62;8222.28;7255.38;6771.6;6674.58;6481.2
VKJA5898;SKF;0;9758.76;8294.88;7319.4;6831;6733.32;6538.62
VKJA5899;SKF;0;8182.68;6955.08;6137.34;5728.14;5646.3;5482.62
VKJA5900;SKF;0;8403.12;7142.52;6302.34;5881.92;5798.1;5629.8
VKJA5901;SKF;0;4249.74;3612.18;3187.14;2974.62;2932.38;2847.24
VKJA5902;SKF;0;9980.52;8483.64;7485.72;6986.1;6886.44;6687.12
VKJA5903;SKF;0;9319.86;7921.98;6990.06;6524.1;6430.38;6244.26
VKJA5904;SKF;0;8638.74;7343.16;6479.22;6046.92;5960.46;5788.2
VKJA5905;SKF;0;6446.88;5479.98;4835.16;4513.08;4448.4;4319.7
VKJA5906;SKF;0;6853.44;5825.16;5140.08;4797.54;4728.9;4591.62
VKJA5907;SKF;0;10961.28;9317.22;8220.96;7673.16;7563.6;7343.82
VKJA5908;SKF;0;4518.36;3840.54;3389.1;3162.72;3117.84;3027.42
VKJA5909;SKF;0;3142.26;2671.02;2356.86;2199.78;2168.1;2105.4
VKJA5920;SKF;0;5392.2;4583.7;4044.48;3774.54;3720.42;3612.84
VKJA5921;SKF;0;3424.74;2911.26;2568.72;2397.12;2362.8;2294.82
VKJA5922;SKF;0;3753.42;3190.44;2814.9;2627.46;2589.84;2514.6
VKJA5923;SKF;0;5311.68;4515.06;3983.76;3718.44;3664.98;3558.72
VKJA5924;SKF;0;4129.62;3509.88;3097.38;2890.8;2849.22;2766.72
VKJA5925;SKF;0;4429.26;3764.64;3321.78;3100.68;3056.46;2967.36
VKJA5926;SKF;0;4458.3;3789.72;3343.56;3121.14;3076.26;2987.16
VKJA5927;SKF;0;3045.9;2589.18;2284.26;2132.46;2101.44;2040.72
VKJA5929;SKF;0;4875.42;4144.14;3656.4;3412.86;3364.02;3266.34
VKJA5941;SKF;0;4396.26;3736.92;3297.36;3077.58;3033.36;2945.58
VKJA5944;SKF;0;6715.5;5708.34;5036.46;4701.18;4633.86;4499.22
VKJA5945;SKF;0;10055.76;8547.66;7541.82;7038.9;6938.58;6737.28
VKJA5946;SKF;0;4519.68;3841.86;3389.76;3164.04;3118.5;3028.08
VKJA5947;SKF;0;3059.76;2601.06;2294.82;2141.7;2111.34;2049.96
VKJA5948;SKF;0;4411.44;3749.46;3308.58;3088.14;3043.92;2955.48
VKJA5949;SKF;0;4798.86;4078.8;3598.98;3359.4;3311.22;3215.52
VKJA5950;SKF;0;3217.5;2735.04;2412.96;2252.58;2220.24;2155.56
VKJA5952;SKF;0;10675.5;9074.34;8006.46;7473.18;7366.26;7152.42
VKJA5953;SKF;0;7582.74;6445.56;5687.22;5307.72;5231.82;5080.68
VKJA5954;SKF;0;9690.78;8237.46;7267.92;6783.48;6686.46;6493.08
VKJA5955;SKF;0;4583.7;3895.98;3437.94;3208.92;3162.72;3070.98
VKJA5956;SKF;0;8394.54;7135.26;6295.74;5875.98;5792.16;5624.52
VKJA5957;SKF;0;7961.58;6767.64;5971.02;5573.04;5493.18;5334.12
VKJA5958;SKF;0;5275.38;4484.04;3956.7;3692.7;3639.9;3534.3
VKJA5959;SKF;0;5790.84;4922.28;4343.46;4053.72;3995.64;3880.14
VKJA5960;SKF;0;10313.16;8766.12;7735.2;7219.08;7116.12;6909.54
VKJA5961;SKF;0;8333.82;7083.78;6250.2;5833.74;5750.58;5583.6
VKJA5962;SKF;0;8009.1;6807.9;6006.66;5606.7;5526.18;5365.8
VKJA5963;SKF;0;18456.24;15687.54;13842.18;12919.5;12734.7;12365.76
VKJA5964;SKF;0;6483.18;5511;4862.22;4538.16;4473.48;4343.46
VKJA5965;SKF;0;6090.48;5177.04;4567.86;4263.6;4202.22;4080.78
VKJA5966;SKF;0;10616.1;9023.52;7962.24;7431.6;7325.34;7112.82
VKJA5967;SKF;0;7367.58;6262.74;5525.52;5157.24;5083.32;4936.14
VKJA5968;SKF;0;2530.44;2150.94;1898.16;1771.44;1745.7;1695.54
VKJA5969;SKF;0;9022.86;7669.2;6766.98;6316.2;6225.78;6045.6
VKJA5972;SKF;0;7003.92;5953.2;5252.94;4902.48;4832.52;4692.6
VKJA5974;SKF;0;9459.12;8040.12;7094.34;6621.12;6526.74;6337.32
VKJA5975;SKF;0;26356.44;22403.04;19767.66;18449.64;18185.64;17658.96
VKJA5976;SKF;0;4948.02;4205.52;3711.18;3463.68;3414.18;3315.18
VKJA5977;SKF;0;6725.4;5716.92;5044.38;4707.78;4640.46;4505.82
VKJA5978;SKF;0;8145.06;6923.4;6108.96;5701.74;5619.9;5456.88
VKJA5979;SKF;0;3498.66;2973.96;2624.16;2449.26;2414.28;2344.32
VKJA5980;SKF;0;4110.48;3494.04;3082.86;2877.6;2836.02;2754.18
VKJA5981;SKF;0;4381.74;3724.38;3286.14;3067.02;3023.46;2935.68
VKJA5983;SKF;0;4110.48;3494.04;3082.86;2877.6;2836.02;2754.18
VKJA5984;SKF;0;3781.8;3214.86;2836.68;2647.26;2609.64;2533.74
VKJA5989;SKF;0;6110.94;5194.2;4583.04;4277.46;4216.74;4094.64
VKJA5990;SKF;0;3493.38;2969.34;2620.2;2445.3;2410.32;2340.36
VKJA5995;SKF;0;4210.8;3579.18;3158.1;2947.56;2905.32;2821.5
VKJA5996;SKF;0;5266.8;4476.78;3950.1;3686.76;3633.96;3529.02
VKJA5997;SKF;0;9752.16;8289.6;7314.12;6826.38;6728.7;6534
VKJA8001;SKF;0;2937;2496.78;2203.08;2055.9;2026.86;1968.12
VKJA8002;SKF;0;3327.06;2828.1;2495.46;2329.14;2295.48;2228.82
VKJA8004;SKF;0;3240.6;2754.84;2430.78;2268.42;2236.08;2171.4
VKJA8005;SKF;0;3670.26;3119.82;2752.86;2569.38;2532.42;2459.16
VKJA8006;SKF;0;3026.1;2572.02;2269.74;2118.6;2088.24;2027.52
VKJA8008;SKF;0;3126.42;2657.16;2344.98;2188.56;2157.54;2094.84
VKJA8010;SKF;0;4637.16;3941.52;3478.2;3245.88;3199.68;3106.62
VKJA8014;SKF;0;3788.4;3220.14;2841.3;2651.88;2614.26;2538.36
VKJA8015;SKF;0;4014.12;3412.2;3010.92;2809.62;2770.02;2689.5
VKJA8017;SKF;0;3097.38;2632.74;2323.2;2168.1;2137.08;2075.04
VKJA8019;SKF;0;6587.46;5599.44;4940.76;4611.42;4545.42;4413.42
VKJA8023;SKF;0;3767.28;3202.32;2825.46;2637.36;2599.74;2523.84
VKJA8025;SKF;0;2867.7;2437.38;2150.94;2007.72;1978.68;1921.26
VKJA8028;SKF;0;4920.96;4183.08;3690.72;3444.54;3395.7;3297.36
VKJA8030;SKF;0;5512.32;4685.34;4134.24;3858.36;3803.58;3693.36
VKJA8037;SKF;0;3564;3029.4;2673;2494.8;2459.16;2387.88
VKJA8057;SKF;0;3843.84;3267;2882.88;2690.82;2652.54;2575.32
VKJA8061;SKF;0;6176.28;5249.64;4632.54;4323.66;4261.62;4138.2
VKJA8062;SKF;0;5942.64;5050.98;4456.98;4159.98;4100.58;3981.78
VKJA8080;SKF;0;3028.74;2574.66;2271.72;2119.92;2089.56;2029.5
VKJA8509;SKF;0;3781.8;3214.86;2836.68;2647.26;2609.64;2533.74
VKJA8541;SKF;0;11540.76;9809.58;8655.9;8078.4;7962.9;7732.56
VKJA8576;SKF;0;7719.36;6561.72;5789.52;5403.42;5326.2;5171.76
VKJA8578;SKF;0;6953.76;5910.96;5215.32;4867.5;4798.2;4658.94
VKJA8580;SKF;0;2446.62;2079.66;1834.8;1712.7;1688.28;1639.44
VKJA8606;SKF;0;5503.74;4678.08;4127.64;3852.42;3797.64;3687.42
VKJA8608;SKF;0;3606.24;3065.04;2704.68;2524.5;2488.2;2416.26
VKJA8609;SKF;0;4869.48;4138.86;3652.44;3408.9;3360.06;3262.38
VKJA8610;SKF;0;2861.76;2432.76;2146.32;2003.1;1974.72;1917.3
VKJA8645;SKF;0;4553.34;3870.24;3414.84;3187.14;3141.6;3050.52
VKJA8688;SKF;0;2372.7;2016.96;1779.36;1661.22;1637.46;1589.94
VKJA8724;SKF;0;3229.38;2744.94;2422.2;2260.5;2228.16;2163.48
VKJA8725;SKF;0;3333;2833.38;2500.08;2333.1;2300.1;2233.44
VKJA8726;SKF;0;3986.4;3388.44;2989.8;2790.48;2750.88;2671.02
VKJA8728;SKF;0;3175.26;2698.74;2381.28;2222.88;2191.2;2127.18
VKJA8729;SKF;0;3744.18;3182.52;2808.3;2620.86;2583.24;2508.66
VKJA8788;SKF;0;4372.5;3716.46;3279.54;3061.08;3016.86;2929.74
VKJA8797;SKF;0;2638.68;2242.68;1979.34;1847.34;1820.94;1768.14
VKJA8808;SKF;0;7376.16;6270;5532.12;5163.18;5089.26;4942.08
VKJA8809;SKF;0;8482.32;7209.84;6361.74;5937.36;5852.88;5683.26
VKJA8810;SKF;0;7054.08;5996.1;5290.56;4938.12;4867.5;4726.26
VKJA8811;SKF;0;12034.44;10229.34;9026.16;8424.24;8303.46;8063.22
VKJA8812;SKF;0;8521.26;7242.84;6390.78;5965.08;5879.94;5709
VKJA8815;SKF;0;6530.7;5551.26;4897.86;4571.82;4506.48;4375.8
VKJA8816;SKF;0;4819.32;4096.62;3614.82;3373.26;3325.08;3228.72
VKJA8821;SKF;0;6343.92;5392.2;4757.94;4440.48;4377.12;4250.4
VKJA8822;SKF;0;4688.64;3985.08;3516.48;3282.18;3235.32;3141.6
VKJA8826;SKF;0;8751.6;7438.86;6563.7;6126.12;6038.34;5863.44
VKJA8827;SKF;0;7665.9;6516.18;5749.26;5366.46;5289.24;5136.12
VKJA8828;SKF;0;9062.46;7702.86;6796.68;6343.92;6252.84;6072
VKJA8829;SKF;0;8915.94;7578.78;6687.12;6240.96;6151.86;5973.66
VKJA8830;SKF;0;7411.14;6299.7;5558.52;5187.6;5113.68;4965.18
VKJA8831;SKF;0;8145.06;6923.4;6108.96;5701.74;5619.9;5456.88
VKJA8939;SKF;0;4509.12;3832.62;3381.84;3156.12;3111.24;3020.82
VKJA8940;SKF;0;3898.62;3313.86;2923.8;2729.1;2690.16;2612.28
VKJA8944;SKF;0;8556.24;7272.54;6417.18;5989.5;5903.7;5732.76
VKJA8945;SKF;0;3675.54;3124.44;2756.82;2572.68;2536.38;2462.46
VKJA8946;SKF;0;3690.72;3136.98;2768.04;2583.24;2546.28;2473.02
VKJA8947;SKF;0;3598.98;3059.1;2699.4;2519.22;2483.58;2411.64
VKJA8948;SKF;0;5800.74;4930.86;4350.72;4060.32;4002.24;3886.74
VKJA8949;SKF;0;3220.14;2737.02;2414.94;2253.9;2222.22;2157.54
VKJA8951;SKF;0;11450.34;9733.02;8587.92;8015.04;7900.86;7671.84
VKJA8954;SKF;0;3412.2;2900.7;2559.48;2388.54;2354.22;2286.24
VKJA8958;SKF;0;12485.88;10612.8;9364.74;8740.38;8614.98;8365.5
VKJA8960;SKF;0;8145.06;6923.4;6108.96;5701.74;5619.9;5456.88
VKJA8961;SKF;0;8065.86;6856.08;6049.56;5646.3;5565.12;5404.08
VKJA8971;SKF;0;4806.78;4086.06;3604.92;3364.68;3316.5;3220.8
VKJA8972;SKF;0;2711.28;2304.72;2033.46;1898.16;1871.1;1816.32
VKJA8973;SKF;0;4080.78;3468.96;3060.42;2856.48;2815.56;2734.38
VKJA8975;SKF;0;4579.74;3892.68;3434.64;3205.62;3160.08;3068.34
VKJA8984;SKF;0;3444.54;2927.76;2583.24;2410.98;2376.66;2308.02
VKJA8985;SKF;0;5464.8;4645.08;4098.6;3825.36;3770.58;3661.68
VKJA8988;SKF;0;5553.9;4720.98;4165.26;3888.06;3831.96;3721.08
VKJA8989;SKF;0;11106.48;9440.64;8329.86;7774.8;7663.26;7441.5
VKJC1002;SKF;0;6218.52;5285.94;4664.22;4352.7;4290.66;4166.58
VKJC1003;SKF;0;6923.4;5885.22;5192.88;4846.38;4777.08;4638.48
VKJC1005;SKF;0;5053.62;4295.28;3790.38;3537.6;3486.78;3385.8
VKJC1006;SKF;0;9146.94;7774.8;6860.04;6402.66;6311.58;6128.76
VKJC1007;SKF;0;9936.96;8446.68;7452.72;6955.74;6856.74;6658.08
VKJC1008;SKF;0;12724.14;10815.42;9542.94;8906.7;8779.98;8525.22
VKJC1009;SKF;0;5758.5;4894.56;4319.04;4031.28;3973.2;3858.36
VKJC1011;SKF;0;6314.88;5367.78;4736.16;4420.68;4357.32;4231.26
VKJC1012;SKF;0;5506.38;4680.72;4129.62;3854.4;3799.62;3689.4
VKJC1013;SKF;0;6963.66;5918.88;5222.58;4874.76;4804.8;4665.54
VKJC1014;SKF;0;6665.34;5665.44;4998.84;4665.54;4598.88;4465.56
VKJC1015;SKF;0;6675.24;5674.02;5006.76;4672.8;4606.14;4472.16
VKJC1016;SKF;0;6570.96;5585.58;4928.22;4599.54;4534.2;4402.86
VKJC1017;SKF;0;6523.44;5544.66;4892.58;4566.54;4501.2;4370.52
VKJC1018;SKF;0;7108.86;6042.3;5331.48;4976.4;4905.12;4763.22
VKJC1021;SKF;0;11767.8;10002.96;8826.18;8237.46;8119.98;7884.36
